Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  30Hz) ,SMM(30MHz  -  33MHz) 
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.636000,0.020000,0.300000,-0.450000,7.920000,2.260000,-0.450000,4.230000,0.000000,10.070000,4.760000,6.360000,12.680000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.596000,0.021000,0.000000,0.000000,11.940000,2.730000,1.660000,6.220000,0.000000,9.590000,3.280000,5.240000,14.760000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.558000,0.025000,0.000000,0.000000,19.960000,20.090000,9.640000,9.560000,0.000000,11.140000,10.240000,19.960000,20.080000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.551000,0.020000,0.000000,0.000000,18.410000,18.610000,9.070000,10.020000,0.000000,9.770000,9.590000,19.780000,19.140000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.535000,0.020000,0.000000,0.000000,18.280000,18.520000,8.100000,8.070000,0.000000,11.560000,10.210000,20.160000,19.300000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.548000,0.020000,0.000000,0.000000,12.680000,8.270000,7.700000,8.670000,0.000000,10.390000,7.510000,10.070000,13.650000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.558000,0.020000,0.490000,-0.560000,8.200000,1.020000,-0.560000,4.400000,0.000000,10.770000,3.870000,4.460000,11.800000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.603000,0.021000,0.000000,0.000000,10.910000,2.790000,0.670000,5.770000,0.000000,8.770000,3.350000,5.510000,13.950000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.737000,0.020000,0.000000,0.000000,19.640000,19.850000,10.050000,10.100000,0.000000,11.610000,10.880000,20.530000,20.120000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.534000,0.020000,0.000000,0.000000,19.080000,18.180000,8.230000,8.490000,0.000000,11.160000,10.850000,20.110000,20.120000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.605000,0.020000,0.000000,0.000000,18.850000,18.270000,10.230000,10.580000,0.000000,11.170000,10.900000,19.640000,19.920000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.552000,0.021000,0.000000,0.000000,13.670000,8.440000,6.230000,8.890000,0.000000,11.380000,7.500000,9.710000,14.040000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.805000,0.020000,0.180000,-0.520000,8.240000,2.200000,-0.520000,2.810000,0.000000,9.870000,3.880000,6.830000,13.070000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.544000,0.021000,0.000000,0.000000,12.280000,3.300000,1.500000,5.960000,0.000000,9.590000,3.020000,6.380000,15.420000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.560000,0.020000,0.000000,0.000000,19.090000,18.060000,8.600000,8.910000,0.000000,10.690000,10.280000,18.880000,20.090000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.567000,0.020000,0.000000,0.000000,19.370000,17.990000,9.390000,9.460000,0.000000,12.480000,11.400000,19.510000,20.170000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.599000,0.020000,0.000000,0.000000,18.630000,18.940000,10.590000,10.760000,0.000000,11.370000,10.850000,20.190000,20.080000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.548000,0.020000,0.000000,0.000000,13.180000,8.810000,6.520000,8.630000,0.000000,9.020000,6.920000,10.090000,12.940000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.620000,0.020000,0.180000,-0.410000,8.810000,1.510000,-0.410000,5.080000,0.000000,8.970000,3.430000,6.180000,12.650000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.568000,0.020000,0.000000,0.000000,11.980000,3.530000,1.570000,4.660000,0.000000,10.140000,3.310000,6.750000,14.550000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.753000,0.020000,0.000000,0.000000,19.770000,19.680000,8.830000,9.400000,0.000000,11.160000,10.570000,20.430000,20.030000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.558000,0.020000,0.000000,0.000000,18.380000,18.660000,9.840000,9.810000,0.000000,11.900000,10.980000,19.990000,19.490000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.601000,0.021000,0.000000,0.000000,17.920000,17.790000,9.330000,9.890000,0.000000,10.750000,10.110000,21.060000,19.500000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.630000,0.021000,0.000000,0.000000,13.500000,8.860000,6.020000,8.730000,0.000000,10.670000,7.220000,10.330000,12.320000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.695000,0.021000,0.060000,0.000000,8.500000,0.880000,0.020000,2.960000,0.000000,10.250000,3.490000,4.950000,13.040000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.863000,0.020000,0.000000,0.000000,10.720000,3.380000,0.630000,4.690000,0.000000,8.900000,3.090000,4.840000,14.230000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,4.060000,0.020000,0.000000,0.000000,19.410000,18.230000,9.430000,9.330000,0.000000,10.510000,10.310000,19.650000,19.730000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,10.427000,0.021000,0.000000,0.000000,18.460000,19.000000,8.540000,8.980000,0.000000,11.370000,10.630000,20.710000,19.690000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,30.793000,1.011000,21474836.470000,0.000000
