Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(-33MHz  -  -22MHz) ,SMM(-22MHz  -  -11MHz) ,SMM(-11MHz  -  11MHz) ,SMM(11MHz  -  22MHz) ,SMM(22MHz  -  33MHz) 
2442000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.570000,27.280000,0.000000,28.060000,11.920000
2442000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.400000,27.580000,0.000000,28.110000,11.960000
2442000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.520000,27.400000,0.000000,28.580000,11.530000
2442000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.490000,27.010000,0.000000,26.940000,10.420000
2442000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,10.100000,26.830000,0.000000,27.570000,10.130000
2447000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,8.580000,24.510000,0.000000,24.210000,8.090000
2447000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.480000,28.450000,0.000000,29.300000,13.310000
2447000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.270000,28.650000,0.000000,28.780000,13.120000
2447000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.130000,28.940000,0.000000,29.170000,12.540000
2447000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.240000,27.860000,0.000000,28.810000,11.310000
2447000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,11.410000,28.110000,0.000000,28.940000,10.920000
2447000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.610000,27.760000,0.000000,28.510000,10.070000
2447000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,10.400000,27.350000,0.000000,28.140000,9.890000
2447000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.260000,27.480000,0.000000,27.310000,8.820000
2452000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.860000,29.100000,0.000000,29.710000,12.750000
2452000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.390000,29.210000,0.000000,29.780000,12.150000
2452000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.590000,30.100000,0.000000,30.350000,12.540000
2452000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,12.150000,29.520000,0.000000,29.820000,10.630000
2452000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.850000,28.750000,0.000000,28.810000,11.000000
2452000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,11.100000,29.030000,0.000000,28.960000,11.260000
2452000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.950000,27.980000,0.000000,29.150000,10.080000
2452000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,10.320000,27.660000,0.000000,28.570000,9.920000
2452000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.005000,0.018000,0.000000,0.000000,8.760000,27.380000,0.000000,27.980000,9.100000
2457000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.031000,0.019000,0.000000,0.000000,11.650000,30.010000,0.000000,30.130000,13.570000
2457000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,12.960000,29.680000,0.000000,29.700000,13.080000
2457000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,11.970000,29.310000,0.000000,30.310000,12.480000
2457000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.670000,30.070000,0.000000,30.250000,11.980000
2457000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.400000,28.990000,0.000000,28.670000,10.720000
2457000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.170000,28.890000,0.000000,28.530000,10.140000
2457000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,9.500000,27.750000,0.000000,27.990000,9.090000
2457000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.700000,27.270000,0.000000,27.850000,8.700000
2457000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,6.470000,26.080000,0.000000,26.800000,7.800000
2462000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.029000,0.017000,0.000000,0.000000,11.440000,29.040000,0.000000,29.820000,13.240000
2462000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.360000,29.070000,0.000000,30.060000,12.780000
2462000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,13.010000,29.390000,0.000000,29.330000,11.670000
2462000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.110000,28.650000,0.000000,29.800000,12.170000
2462000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.220000,29.300000,0.000000,29.030000,11.430000
2462000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.930000,28.300000,0.000000,28.200000,10.370000
2462000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.880000,28.050000,0.000000,27.650000,8.690000
2462000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.400000,27.790000,0.000000,27.650000,8.680000
2462000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.290000,26.310000,0.000000,26.470000,7.050000
2467000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.031000,0.018000,0.000000,0.000000,13.730000,29.130000,0.000000,29.700000,11.320000
2467000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.190000,28.720000,0.000000,29.550000,11.410000
2467000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.850000,29.180000,0.000000,29.180000,11.270000
2467000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.510000,29.230000,0.000000,29.460000,10.300000
2467000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,11.350000,27.550000,0.000000,28.420000,10.770000
2467000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.820000,27.270000,0.000000,26.690000,8.420000
2467000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,7.650000,26.310000,0.000000,26.620000,7.100000
2467000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.650000,26.110000,0.000000,26.210000,6.700000
2467000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,5.700000,25.270000,0.000000,25.130000,5.570000
2472000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.019000,0.000000,0.000000,13.290000,28.440000,0.000000,29.860000,11.010000
2472000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.270000,28.730000,0.000000,29.160000,11.820000
2472000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,12.720000,28.620000,0.000000,29.650000,10.720000
2472000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.410000,28.810000,0.000000,28.930000,11.070000
2472000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.370000,28.330000,0.000000,28.630000,9.840000
2472000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.230000,27.120000,0.000000,27.290000,7.650000
2472000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,7.850000,25.750000,0.000000,26.330000,7.280000
2472000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.330000,26.100000,0.000000,26.440000,7.150000
2472000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,5.500000,24.900000,0.000000,24.510000,4.990000
2412000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.017000,0.000000,0.000000,13.480000,30.240000,0.000000,29.380000,11.520000
2412000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.460000,29.840000,0.000000,28.840000,11.560000
2412000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.810000,28.530000,0.000000,28.960000,9.750000
2412000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,11.620000,29.550000,0.000000,27.650000,10.650000
2412000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,8.970000,27.700000,0.000000,26.980000,8.660000
2412000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.220000,27.220000,0.000000,26.260000,6.520000
2412000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,6.830000,25.870000,0.000000,26.270000,6.560000
2412000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,4.210000,23.940000,0.000000,24.250000,4.480000
2412000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,4.750000,24.160000,0.000000,24.210000,4.470000
2417000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,13.290000,30.020000,0.000000,29.210000,12.690000
2417000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.550000,30.060000,0.000000,29.500000,12.290000
2417000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,12.370000,30.190000,0.000000,29.440000,11.760000
2417000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,11.350000,29.010000,0.000000,28.950000,10.830000
2417000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.400000,27.440000,0.000000,27.600000,8.600000
2417000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.410000,27.910000,0.000000,27.260000,7.660000
2417000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,6.630000,26.620000,0.000000,26.210000,6.620000
2417000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,4.560000,24.770000,0.000000,23.970000,4.110000
2417000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,4.720000,24.320000,0.000000,23.740000,4.300000
2422000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,12.350000,29.280000,0.000000,27.960000,13.100000
2422000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.210000,29.040000,0.000000,29.390000,12.790000
2422000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.520000,29.420000,0.000000,28.910000,11.920000
2422000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.630000,28.870000,0.000000,28.550000,11.510000
2422000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,8.850000,27.820000,0.000000,26.900000,8.470000
2422000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.730000,26.930000,0.000000,26.440000,7.890000
2422000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,6.670000,26.630000,0.000000,25.150000,7.060000
2422000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,5.100000,24.540000,0.000000,24.570000,4.440000
2422000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,4.930000,24.420000,0.000000,24.630000,4.860000
2427000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.570000,29.220000,0.000000,28.830000,11.640000
2427000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,12.310000,29.740000,0.000000,29.210000,12.650000
2427000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,12.060000,28.650000,0.000000,28.430000,12.000000
2427000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.500000,28.280000,0.000000,28.240000,10.600000
2427000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,8.900000,26.660000,0.000000,27.150000,8.350000
2427000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.160000,27.000000,0.000000,26.470000,7.570000
2427000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.015000,0.000000,0.000000,5.680000,25.980000,0.000000,25.700000,6.750000
2427000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,4.140000,24.250000,0.000000,23.610000,3.770000
2427000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,4.400000,23.990000,0.000000,23.940000,3.600000
2432000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.500000,29.270000,0.000000,29.110000,12.820000
2432000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.860000,30.140000,0.000000,29.710000,12.550000
2432000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.870000,29.390000,0.000000,29.610000,12.530000
2432000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.210000,28.430000,0.000000,28.950000,11.700000
2432000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.090000,28.060000,0.000000,28.380000,9.980000
2432000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,9.360000,28.370000,0.000000,27.350000,9.060000
2432000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.370000,27.290000,0.000000,26.850000,8.400000
2432000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,6.190000,25.370000,0.000000,25.040000,5.910000
2432000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,6.570000,25.660000,0.000000,25.130000,6.000000
2437000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.270000,29.500000,0.000000,28.700000,12.080000
2437000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.460000,29.730000,0.000000,28.500000,12.920000
2437000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.190000,29.500000,0.000000,29.020000,12.270000
2437000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,10.270000,28.480000,0.000000,28.840000,12.180000
2437000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,10.500000,27.000000,0.000000,28.580000,9.890000
2437000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,9.530000,28.600000,0.000000,27.670000,9.560000
2437000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.210000,28.160000,0.000000,27.420000,8.870000
2437000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.360000,27.030000,0.000000,26.750000,8.110000
