Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time(s),IQ demod Meas Time(s),RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
5640000000,12,20000000,12Mbps,OFDM,0.003,0.019,-34.89,20.68,21.23,12.05,12.03,12.1,-10.45,-9.99,-28.95,0.01,-0.06,0.51,1.31,1.3,26
5640000000,14,20000000,12Mbps,OFDM,0.003,0.017,-34.65,20.52,21.75,12.38,12.25,12.52,-10.44,-11.26,-28.98,0.01,0.14,0.45,1.28,1.23,-26
5640000000,15,20000000,12Mbps,OFDM,0.003,0.017,-33.22,23.29,23.36,14.94,14.92,14.96,-10.45,-9.89,-31.52,0.02,-0.03,0.52,1.28,1.3,-26
5660000000,1,20000000,12Mbps,OFDM,0.046,0.018,-34.19,11.26,11.9,2.75,2.57,2.87,-10.38,-11.44,-20.06,0.01,-0.06,0.49,1.36,1.38,-26
5660000000,2,20000000,12Mbps,OFDM,0.003,0.04,-33.95,10.61,11.26,2.51,2.47,2.57,-10.35,-10.11,-19.88,0.02,-0.13,0.51,1.36,1.37,-26
5660000000,4,20000000,12Mbps,OFDM,0.004,0.034,-33.93,11.61,11.82,2.87,2.83,2.92,-10.35,-8.88,-20.12,0.01,-0.1,0.53,1.37,1.35,-26
5660000000,6,20000000,12Mbps,OFDM,0.003,0.017,-34.36,14.11,16.28,5.62,5.6,5.65,-10.48,-10.24,-22.59,-0.01,-0.15,0.47,1.34,1.37,26
5660000000,8,20000000,12Mbps,OFDM,0.003,0.017,-34.38,16.04,17.23,7.91,7.83,8.05,-10.44,-8.85,-24.43,-0.02,-0.05,0.52,1.33,1.36,-25
5660000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.6,17.08,18.69,9.09,9.05,9.13,-10.42,-11.25,-25.22,0,0.2,0.49,1.33,1.32,-26
5660000000,10,20000000,12Mbps,OFDM,0.003,0.017,-35.49,18.4,19.79,10.11,10.09,10.14,-10.44,-10.41,-26.58,-0.01,0.05,0.47,1.33,1.34,-26
5660000000,12,20000000,12Mbps,OFDM,0.002,0.017,-34.81,20.67,21.49,12.14,12.11,12.18,-10.46,-10.59,-28.91,-0.01,0.02,0.55,1.29,1.28,-26
5660000000,14,20000000,12Mbps,OFDM,0.003,0.017,-33.69,22.28,23.06,14.17,14.14,14.22,-10.47,-13,-30.3,-0.01,0,0.52,1.24,1.21,-26
5660000000,15,20000000,12Mbps,OFDM,0.004,0.018,-32.8,23.03,23.41,15.07,15.04,15.1,-10.39,-9.89,-32.22,-0.01,0.06,0.53,1.22,1.24,-26
5680000000,1,20000000,12Mbps,OFDM,0.046,0.02,-34.11,11.08,11.95,2.61,2.46,2.7,-10.42,-11.13,-19.82,-0.02,-0.07,0.58,1.35,1.33,-26
5680000000,2,20000000,12Mbps,OFDM,0.003,0.018,-34.08,10.53,12.71,2.64,2.49,2.72,-10.43,-10.38,-19.84,-0.02,-0.17,0.58,1.39,1.39,-26
5680000000,4,20000000,12Mbps,OFDM,0.003,0.019,-33.73,10.93,11.64,2.96,2.86,3.05,-10.44,-12.2,-20.2,-0.02,-0.15,0.63,1.37,1.35,-26
5680000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.64,13.69,13.89,5.79,5.76,5.83,-10.49,-10.53,-22.74,0,-0.01,0.63,1.33,1.32,-26
5680000000,8,20000000,12Mbps,OFDM,0.003,0.018,-35.1,16.19,18.8,8.03,7.98,8.05,-10.41,-8.87,-24.53,-0.02,-0.02,0.64,1.31,1.33,-26
5680000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.15,17.67,18.38,9.14,9.12,9.15,-10.44,-9.42,-25.78,-0.02,0.02,0.58,1.31,1.32,-26
5680000000,10,20000000,12Mbps,OFDM,0.003,0.018,-34.93,18.61,19.51,10.2,10.14,10.26,-10.42,-10.17,-26.69,-0.02,-0.12,0.8,1.31,1.3,-26
5680000000,12,20000000,12Mbps,OFDM,0.003,0.02,-34.5,19.99,22.04,12.11,12.09,12.15,-10.46,-10.67,-29.57,-0.02,-0.1,0.65,1.27,1.29,-26
5680000000,14,20000000,12Mbps,OFDM,0.004,0.02,-33.22,23.04,23.7,14.14,14.11,14.17,-10.38,-9.89,-30.21,-0.03,0.08,0.81,1.24,1.24,-25
5680000000,15,20000000,12Mbps,OFDM,0.004,0.019,-32.77,23.12,23.46,15.1,15.06,15.15,-10.37,-10.9,-31.25,-0.02,-0.01,0.57,1.22,1.23,-26
5700000000,1,20000000,12Mbps,OFDM,0.046,0.017,-33.74,11.04,12.49,2.66,2.55,2.81,-10.46,-10.04,-20.09,-0.01,-0.21,0.53,1.37,1.39,-24
5700000000,2,20000000,12Mbps,OFDM,0.003,0.019,-33.45,11.23,11.57,2.51,2.32,2.66,-10.4,-10.73,-19.78,0.01,-0.02,0.44,1.31,1.35,-25
5700000000,4,20000000,12Mbps,OFDM,0.003,0.019,-34.13,11.9,13.29,2.92,2.9,2.94,-10.44,-9.94,-20.07,-0.01,-0.07,0.44,1.34,1.33,-26
5700000000,6,20000000,12Mbps,OFDM,0.003,0.017,-34.77,13.59,15.52,5.8,5.73,5.84,-10.48,-12.01,-22.78,-0.03,-0.06,0.47,1.34,1.3,-25
5700000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.03,16.24,16.53,8.09,7.97,8.16,-10.49,-10.53,-24.73,-0.01,-0.07,0.51,1.33,1.32,-26
5700000000,9,20000000,12Mbps,OFDM,0.003,0.017,-34.78,18.2,18.74,9.18,9.11,9.31,-10.42,-11.21,-25.84,-0.04,0.01,0.45,1.28,1.27,-25
5700000000,10,20000000,12Mbps,OFDM,0.003,0.017,-35.23,18.88,21.19,10.28,10.23,10.35,-10.37,-9.18,-27.06,-0.01,-0.01,0.45,1.29,1.3,-26
5700000000,12,20000000,12Mbps,OFDM,0.003,0.017,-34.12,20.61,21.4,12.25,12.2,12.31,-10.44,-9.12,-29.41,-0.02,0.03,0.52,1.28,1.26,-26
5700000000,14,20000000,12Mbps,OFDM,0.003,0.017,-32.76,22.67,23.75,14.25,14.2,14.27,-10.42,-12.51,-30.43,-0.02,0.03,0.43,1.24,1.23,-26
5700000000,15,20000000,12Mbps,OFDM,0.003,0.017,-32.16,23.13,23.84,15.05,15.01,15.08,-10.45,-10.96,-31.53,-0.03,-0.15,0.56,1.22,1.2,-25
5745000000,1,20000000,12Mbps,OFDM,0.045,0.041,-33.35,9.99,10.92,1.81,1.7,1.99,-10.42,-10.94,-20.05,-0.01,-0.19,0.55,1.32,1.29,-26
5745000000,2,20000000,12Mbps,OFDM,0.004,0.025,-33.89,10.26,10.82,1.64,1.47,1.77,-10.52,-12.29,-19.84,-0.01,-0.15,0.47,1.31,1.29,-26
5745000000,4,20000000,12Mbps,OFDM,0.003,0.018,-33.59,11.99,13.61,3.95,3.87,4.05,-10.48,-9.21,-21.78,-0.01,-0.11,0.47,1.28,1.29,-26
5745000000,6,20000000,12Mbps,OFDM,0.003,0.018,-33.92,14.89,15.61,6.17,6.15,6.2,-10.54,-8.84,-23.8,0.01,-0.17,0.48,1.26,1.28,-26
5745000000,8,20000000,12Mbps,OFDM,0.003,0.019,-34.93,16.51,17.58,8.22,8.06,8.44,-10.46,-12.03,-25.99,-0.02,-0.01,0.49,1.29,1.28,-26
5745000000,9,20000000,12Mbps,OFDM,0.003,0.02,-35.01,17.65,19.04,9.18,8.98,9.29,-10.47,-9.82,-27.07,-0.03,-0.21,0.49,1.29,1.33,-26
5745000000,10,20000000,12Mbps,OFDM,0.004,0.02,-34.81,18.56,19.51,10.11,10.07,10.14,-10.4,-10.54,-28.31,-0.02,-0.13,0.59,1.28,1.25,-26
5745000000,12,20000000,12Mbps,OFDM,0.003,0.018,-34.88,20.53,21.9,12.1,11.82,12.27,-10.44,-12.25,-29.7,-0.01,-0.22,0.42,1.28,1.26,-26
5745000000,14,20000000,12Mbps,OFDM,0.003,0.018,-33.71,21.82,22.81,13.94,13.9,14.02,-10.47,-11.08,-32.19,-0.03,-0.04,0.5,1.23,1.24,-25
5745000000,15,20000000,12Mbps,OFDM,0.004,0.02,-32.42,22.84,23.35,15.05,14.94,15.11,-10.44,-10.67,-32.6,0.02,-0.06,0.47,1.2,1.18,-26
5765000000,1,20000000,12Mbps,OFDM,0.046,0.033,-33.09,10.51,11.46,2.24,2.13,2.42,-10.51,-9.71,-20.09,-0.01,-0.17,0.56,1.3,1.29,-26
5765000000,2,20000000,12Mbps,OFDM,0.003,0.04,-33.85,10.25,11.3,1.7,1.54,1.81,-10.46,-8.79,-19.58,-0.03,-0.1,0.42,1.3,1.32,-25
5765000000,4,20000000,12Mbps,OFDM,0.004,0.016,-33.67,11.34,12.65,3.89,3.87,3.91,-10.45,-10.24,-21.41,-0.01,-0.05,0.45,1.3,1.29,-26
5765000000,6,20000000,12Mbps,OFDM,0.003,0.017,-34.25,14.61,14.84,5.98,5.88,6.06,-10.44,-9.23,-23.48,-0.02,-0.19,0.6,1.29,1.31,-26
5765000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.17,15.78,16.76,8.05,8.02,8.11,-10.46,-9.09,-25.07,0,-0.1,0.49,1.29,1.29,-25
5765000000,9,20000000,12Mbps,OFDM,0.003,0.016,-35.32,17.13,17.94,9,8.97,9.01,-10.47,-10.74,-26.16,0,-0.23,0.46,1.29,1.26,-26
5765000000,10,20000000,12Mbps,OFDM,0.004,0.017,-34.99,18.6,18.96,9.93,9.87,9.99,-10.47,-11.23,-27.43,0.02,-0.08,0.54,1.23,1.2,-26
5765000000,12,20000000,12Mbps,OFDM,0.003,0.018,-34.08,19.51,21.81,11.58,11.46,11.73,-10.55,-10.8,-28.86,0,-0.11,0.5,1.21,1.22,-26
5765000000,14,20000000,12Mbps,OFDM,0.004,0.019,-34.78,20.44,21.81,11.96,11.78,12.07,-10.48,-7.97,-30.3,-0.01,0.04,0.43,1.25,1.22,-26
5765000000,15,20000000,12Mbps,OFDM,0.004,0.019,-34.91,20.2,20.91,11.96,11.76,12.1,-10.56,-10.49,-29.43,-0.01,-0.07,0.57,1.27,1.24,-26
5785000000,1,20000000,12Mbps,OFDM,0.045,0.017,-33.37,7.62,9.55,-0.67,-0.73,-0.59,-10.54,-9.6,-17.89,-0.01,-0.1,0.64,1.29,1.28,-26
5785000000,2,20000000,12Mbps,OFDM,0.004,0.039,-33.46,9.74,10.58,1.07,1.05,1.08,-10.41,-9.35,-19.61,-0.02,-0.04,0.58,1.3,1.33,-25
5785000000,4,20000000,12Mbps,OFDM,0.004,0.033,-34.43,11.48,12.69,3.82,3.79,3.84,-10.48,-10.17,-21.97,0.01,-0.04,0.5,1.31,1.3,-25
5785000000,6,20000000,12Mbps,OFDM,0.003,0.019,-33.77,14.04,14.93,5.91,5.86,6,-10.54,-10.54,-24.03,-0.01,-0.01,0.45,1.3,1.27,-26
5785000000,8,20000000,12Mbps,OFDM,0.003,0.018,-34.38,16.58,17.51,8,7.95,8.06,-10.44,-11.22,-26.06,-0.01,-0.19,0.44,1.28,1.25,-25
5785000000,9,20000000,12Mbps,OFDM,0.003,0.019,-34.88,17.21,17.73,9.01,8.98,9.05,-10.49,-9.7,-27.34,0.01,0,0.42,1.29,1.26,-26
5785000000,10,20000000,12Mbps,OFDM,0.003,0.02,-35.52,18.07,18.69,9.94,9.92,9.95,-10.46,-9.51,-28.39,-0.01,-0.07,0.54,1.27,1.29,-26
5785000000,12,20000000,12Mbps,OFDM,0.003,0.02,-35.03,20.75,21.77,11.83,11.78,11.85,-10.4,-10.3,-30.16,0.03,-0.13,0.52,1.28,1.27,-26
5785000000,14,20000000,12Mbps,OFDM,0.003,0.018,-34.34,20.78,21.46,11.61,11.48,11.82,-10.47,-7.85,-30.21,0,-0.15,0.5,1.23,1.2,-25
5785000000,15,20000000,12Mbps,OFDM,0.004,0.017,-35.03,19.99,20.9,11.63,11.51,11.84,-10.44,-10.76,-29.87,0,-0.11,0.46,1.27,1.25,-25
5805000000,1,20000000,12Mbps,OFDM,0.046,0.02,-33.11,7.62,8.1,-0.8,-0.86,-0.74,-10.44,-11.48,-17.73,0,-0.24,0.47,1.33,1.32,-26
5805000000,2,20000000,12Mbps,OFDM,0.003,0.026,-33.27,8.99,10.51,1.12,1.11,1.13,-10.48,-10.78,-19.61,0.01,-0.43,0.45,1.33,1.34,-26
5805000000,4,20000000,12Mbps,OFDM,0.003,0.02,-32.93,11.95,12.73,3.67,3.65,3.71,-10.39,-11.02,-22.11,-0.02,-0.18,0.52,1.31,1.23,-25
5805000000,6,20000000,12Mbps,OFDM,0.003,0.019,-33.25,13.82,14.74,5.93,5.88,6,-10.5,-13.72,-24.14,0.02,-0.34,0.64,1.29,1.34,-26
5805000000,8,20000000,12Mbps,OFDM,0.004,0.02,-33.37,15.85,16.69,8.07,8.05,8.09,-10.5,-11.06,-25.74,0.03,-0.15,0.43,1.28,1.26,-26
5805000000,9,20000000,12Mbps,OFDM,0.003,0.02,-33.98,17.44,17.92,9,8.98,9.05,-10.49,-8.26,-26.35,0,-0.19,0.4,1.31,1.32,-26
5805000000,10,20000000,12Mbps,OFDM,0.004,0.02,-33.68,18.28,19.14,10.01,9.94,10.05,-10.51,-11.22,-27.61,0,-0.17,0.54,1.29,1.28,-25
5805000000,12,20000000,12Mbps,OFDM,0.004,0.018,-34.26,20.53,20.83,11.8,11.75,11.86,-10.44,-9.73,-30.25,0.01,-0.04,0.54,1.29,1.3,-26
5805000000,14,20000000,12Mbps,OFDM,0.004,0.018,-34.1,20.44,21.55,11.82,11.71,12.01,-10.43,-13.97,-30.06,0.02,-0.11,0.5,1.28,1.28,-26
5805000000,15,20000000,12Mbps,OFDM,0.003,0.019,-34.4,20.79,21.1,11.74,11.61,11.94,-10.45,-12.44,-29.81,-0.02,-0.15,0.58,1.27,1.28,-25
5825000000,1,20000000,12Mbps,OFDM,0.046,0.04,-32.95,6.98,8.11,-0.95,-1.02,-0.87,-10.42,-10.81,-18.2,-0.01,-0.19,0.5,1.3,1.28,-26
5825000000,2,20000000,12Mbps,OFDM,0.003,0.035,-33.63,8.7,9.49,0.79,0.76,0.83,-10.44,-10.75,-20.05,0,-0.12,0.45,1.32,1.27,-26
5825000000,4,20000000,12Mbps,OFDM,0.003,0.018,-33.69,11.95,12.51,3.61,3.57,3.64,-10.53,-11.27,-22.46,0,-0.1,0.59,1.3,1.3,-26
5825000000,6,20000000,12Mbps,OFDM,0.004,0.017,-34.46,14.07,15.16,5.85,5.82,5.87,-10.4,-10.93,-24.83,0.01,-0.07,0.46,1.3,1.32,-26
5825000000,8,20000000,12Mbps,OFDM,0.003,0.017,-34.41,16.67,17.1,7.91,7.89,7.94,-10.43,-10.59,-26.25,0.02,-0.17,0.55,1.26,1.27,-26
5825000000,9,20000000,12Mbps,OFDM,0.004,0.017,-34.57,17.63,18.77,8.83,8.78,8.86,-10.42,-10.59,-28.03,0,-0.14,0.61,1.29,1.31,-25
5825000000,10,20000000,12Mbps,OFDM,0.004,0.016,-34.71,18.73,19.45,9.91,9.89,9.94,-10.42,-12.14,-29.03,-0.01,-0.07,0.54,1.24,1.25,-26
5825000000,12,20000000,12Mbps,OFDM,0.003,0.017,-34.87,20.41,21.5,11.77,11.67,11.93,-10.48,-11.23,-31.45,0.01,0.05,0.44,1.24,1.29,-25
5825000000,14,20000000,12Mbps,OFDM,0.004,0.016,-34.24,20.1,20.69,11.82,11.72,12.02,-10.47,-8.45,-31.04,-0.02,-0.1,0.41,1.25,1.22,-25
5825000000,15,20000000,12Mbps,OFDM,0.003,0.018,-34.47,20.2,21.42,11.8,11.7,11.96,-10.52,-10.73,-31.16,-0.02,-0.07,0.47,1.26,1.27,-25
5180000000,1,20000000,24Mbps,OFDM,0.043,0.02,-34.53,4.15,5.81,-4.6,-4.62,-4.59,-10.53,-8.09,-12.67,-0.02,-0.13,0.47,1.29,1.3,26
5180000000,2,20000000,24Mbps,OFDM,0.002,0.04,-35.1,4.84,5.84,-3.44,-3.46,-3.39,-10.5,-10.11,-13.76,-0.02,-0.28,0.53,1.27,1.32,25
5180000000,4,20000000,24Mbps,OFDM,0.004,0.027,-34.57,10.7,11.1,2.07,2.03,2.1,-10.46,-11.7,-19.28,-0.01,-0.06,0.42,1.28,1.29,26
5180000000,6,20000000,24Mbps,OFDM,0.003,0.018,-34.97,13.34,15.33,5.18,5.09,5.23,-10.47,-9.5,-22.29,0,-0.13,0.43,1.29,1.3,26
5180000000,8,20000000,24Mbps,OFDM,0.003,0.018,-35.29,15.91,16.68,7.07,6.97,7.12,-10.49,-11.12,-23.88,0,-0.09,0.36,1.26,1.25,26
5180000000,9,20000000,24Mbps,OFDM,0.004,0.018,-36.01,17.47,18.52,9.03,8.98,9.06,-10.47,-11.05,-26.12,0.01,-0.2,0.43,1.26,1.24,26
5180000000,10,20000000,24Mbps,OFDM,0.003,0.02,-34.83,18.5,19.95,10.04,10,10.08,-10.49,-11.11,-27.52,-0.03,-0.11,0.45,1.24,1.23,26
5180000000,12,20000000,24Mbps,OFDM,0.004,0.019,-35.04,20.56,21.01,12.21,12.15,12.32,-10.46,-9.4,-28.48,-0.03,-0.11,0.44,1.28,1.27,26
5180000000,14,20000000,24Mbps,OFDM,0.003,0.018,-33.59,21.9,22.79,14.15,14.03,14.23,-10.51,-8.96,-32.12,-0.02,-0.16,0.36,1.27,1.27,26
5180000000,15,20000000,24Mbps,OFDM,0.003,0.018,-33.66,22.89,23.07,14.27,14.15,14.48,-10.49,-11.17,-32,-0.01,-0.2,0.39,1.25,1.25,26
5200000000,1,20000000,24Mbps,OFDM,0.044,0.018,-34.57,5.25,8.04,-2.89,-3.13,-2.76,-10.45,-9.25,-14.17,-0.03,-0.2,0.48,1.28,1.26,26
5200000000,2,20000000,24Mbps,OFDM,0.004,0.019,-34.42,6.03,6.6,-2.9,-3.03,-2.83,-10.49,-10.29,-14.14,-0.05,-0.33,0.39,1.29,1.26,26
5200000000,4,20000000,24Mbps,OFDM,0.004,0.02,-34.6,10.49,11.24,2.02,1.86,2.11,-10.5,-11.47,-18.82,-0.03,-0.11,0.48,1.31,1.28,26
5200000000,6,20000000,24Mbps,OFDM,0.003,0.019,-34.66,13.44,13.91,5.09,5.05,5.11,-10.45,-11.79,-21.86,-0.02,-0.12,0.5,1.31,1.31,26
5200000000,8,20000000,24Mbps,OFDM,0.003,0.017,-35.63,15.99,17.91,7.73,7.66,7.85,-10.43,-10.29,-24.3,-0.03,-0.2,0.45,1.3,1.29,26
5200000000,9,20000000,24Mbps,OFDM,0.003,0.018,-35.48,16.88,19.37,8.91,8.87,8.95,-10.46,-9.64,-25.74,-0.04,-0.2,0.4,1.26,1.22,26
5200000000,10,20000000,24Mbps,OFDM,0.003,0.017,-35.69,17.86,19.28,9.94,9.89,9.97,-10.41,-10.23,-27.23,-0.04,-0.16,0.36,1.29,1.28,26
5200000000,12,20000000,24Mbps,OFDM,0.003,0.018,-34.9,20.31,21.68,11.99,11.89,12.06,-10.52,-10.17,-27.73,-0.04,-0.14,0.43,1.26,1.26,26
5200000000,14,20000000,24Mbps,OFDM,0.003,0.017,-33.52,21.89,22.77,13.88,13.84,13.92,-10.46,-11.99,-30.28,-0.01,-0.13,0.38,1.29,1.31,25
5200000000,15,20000000,24Mbps,OFDM,0.003,0.018,-33.71,22.16,22.83,14.13,13.89,14.25,-10.53,-9.96,-31.21,-0.02,-0.24,0.5,1.26,1.27,26
5220000000,1,20000000,24Mbps,OFDM,0.045,0.039,-34.28,5.05,6.24,-3.01,-3.16,-2.77,-10.47,-11.75,-14,-0.03,-0.15,0.34,1.28,1.27,26
5220000000,2,20000000,24Mbps,OFDM,0.003,0.033,-34.9,4.72,5.68,-3.56,-3.67,-3.45,-10.43,-11.12,-13.39,-0.02,-0.11,0.4,1.31,1.32,25
5220000000,4,20000000,24Mbps,OFDM,0.004,0.02,-34.01,10.08,10.96,1.87,1.83,1.91,-10.57,-10.14,-18.51,-0.02,-0.07,0.41,1.33,1.34,26
5220000000,6,20000000,24Mbps,OFDM,0.003,0.017,-35.07,14.2,16.1,5.05,4.95,5.12,-10.55,-9.89,-21.71,0,-0.14,0.43,1.26,1.28,26
5220000000,8,20000000,24Mbps,OFDM,0.003,0.018,-35.74,15.82,16.82,7.74,7.66,7.86,-10.47,-9.55,-23.72,-0.02,-0.12,0.39,1.28,1.25,26
5220000000,9,20000000,24Mbps,OFDM,0.003,0.017,-35.95,17.69,18.08,8.9,8.84,8.96,-10.48,-11.08,-25,0,-0.18,0.48,1.28,1.28,26
5220000000,10,20000000,24Mbps,OFDM,0.003,0.017,-35.32,18.79,19.47,9.92,9.85,9.97,-10.51,-9.93,-25.97,-0.03,-0.11,0.47,1.29,1.28,26
5220000000,12,20000000,24Mbps,OFDM,0.003,0.019,-34.99,20.25,22.12,12.09,12.01,12.15,-10.46,-10.02,-26.84,-0.04,-0.1,0.48,1.26,1.21,26
5220000000,14,20000000,24Mbps,OFDM,0.003,0.019,-33.78,22.39,22.98,14.11,14.07,14.15,-10.51,-11.45,-29.3,-0.04,-0.15,0.43,1.25,1.22,26
5220000000,15,20000000,24Mbps,OFDM,0.003,0.018,-32.98,22.76,23.37,15.03,14.96,15.08,-10.49,-9.1,-30.57,-0.03,-0.15,0.43,1.24,1.27,26
5240000000,1,20000000,24Mbps,OFDM,0.046,0.017,-34.14,9.12,9.85,0.29,0.19,0.36,-10.53,-10.53,-17.13,-0.02,-0.05,0.41,1.3,1.29,26
5240000000,2,20000000,24Mbps,OFDM,0.003,0.021,-33.13,6.82,8.12,-1.18,-1.29,-1.06,-10.48,-9.74,-15.82,-0.03,0.08,0.4,1.3,1.27,26
5240000000,4,20000000,24Mbps,OFDM,0.004,0.025,-34.15,9.57,10.56,1.87,1.72,2.11,-10.47,-8.96,-18.47,-0.02,-0.09,0.46,1.31,1.31,26
5240000000,6,20000000,24Mbps,OFDM,0.003,0.017,-35.3,13.65,14.28,5.03,4.99,5.06,-10.5,-9.96,-21.4,-0.03,-0.06,0.46,1.28,1.31,26
5240000000,8,20000000,24Mbps,OFDM,0.003,0.017,-35.57,16.47,17.07,7.79,7.69,7.84,-10.49,-10.39,-23.37,-0.03,-0.02,0.46,1.28,1.27,26
5240000000,9,20000000,24Mbps,OFDM,0.003,0.016,-35.51,18.13,18.92,8.8,8.74,8.84,-10.47,-8.73,-24.51,-0.03,-0.09,0.41,1.28,1.28,26
5240000000,10,20000000,24Mbps,OFDM,0.003,0.02,-35.78,18.07,19.45,10.01,9.9,10.12,-10.46,-11.59,-25.38,-0.01,-0.04,0.43,1.29,1.28,26
5240000000,12,20000000,24Mbps,OFDM,0.003,0.016,-34.99,20.43,21.25,11.99,11.88,12.1,-10.51,-11.05,-26.08,-0.03,-0.1,0.37,1.3,1.31,26
5240000000,14,20000000,24Mbps,OFDM,0.004,0.017,-33.83,22.37,23.17,13.99,13.96,14.01,-10.53,-10.56,-28.02,-0.02,-0.07,0.5,1.26,1.25,-26
5240000000,15,20000000,24Mbps,OFDM,0.003,0.017,-32.85,22.44,23.12,14.97,14.94,15.03,-10.5,-12.01,-29.52,-0.04,-0.04,0.51,1.25,1.27,26
5260000000,1,20000000,24Mbps,OFDM,0.045,0.02,-34.03,9.1,9.36,0.27,0.25,0.29,-10.47,-11.08,-17.68,-0.01,-0.09,0.4,1.26,1.24,26
5260000000,2,20000000,24Mbps,OFDM,0.003,0.019,-34,8.31,9.28,0.11,-0.1,0.23,-10.49,-9.99,-17.42,-0.03,-0.03,0.47,1.25,1.23,26
5260000000,4,20000000,24Mbps,OFDM,0.003,0.019,-34.42,9.51,10.94,1.81,1.76,1.89,-10.53,-8.73,-19.07,-0.02,-0.01,0.45,1.29,1.3,26
5260000000,6,20000000,24Mbps,OFDM,0.003,0.017,-34.73,12.83,13.6,4.93,4.84,5.02,-10.55,-10.55,-21.94,0,-0.09,0.47,1.29,1.27,26
5260000000,8,20000000,24Mbps,OFDM,0.003,0.017,-35.66,15.76,16.97,7.64,7.42,7.83,-10.51,-9.55,-24.56,0,-0.06,0.46,1.27,1.27,26
5260000000,9,20000000,24Mbps,OFDM,0.003,0.016,-35.07,17.88,18.78,8.86,8.78,8.91,-10.47,-9.26,-25.87,-0.01,0,0.54,1.29,1.32,26
5260000000,10,20000000,24Mbps,OFDM,0.003,0.017,-35.58,19.1,19.34,9.78,9.66,9.89,-10.56,-11.45,-27.15,-0.02,-0.05,0.54,1.28,1.28,26
5260000000,12,20000000,24Mbps,OFDM,0.004,0.021,-35.18,20.07,22.72,12,11.98,12.03,-10.52,-11.27,-27.63,-0.01,-0.18,0.44,1.28,1.3,25
5260000000,14,20000000,24Mbps,OFDM,0.003,0.018,-34.17,21.78,22.62,13.81,13.79,13.84,-10.48,-9.26,-30.67,-0.02,-0.01,0.47,1.26,1.27,-26
5260000000,15,20000000,24Mbps,OFDM,0.003,0.018,-33.2,22.28,23.49,14.84,14.78,14.91,-10.49,-10.3,-33.19,-0.02,-0.01,0.52,1.27,1.22,26
5280000000,1,20000000,24Mbps,OFDM,0.045,0.022,-34,9.8,11.29,0.76,0.57,0.86,-10.53,-9.45,-17.95,-0.02,-0.08,0.46,1.28,1.3,26
5280000000,2,20000000,24Mbps,OFDM,0.003,0.019,-34.22,9.27,9.7,1.17,1.08,1.33,-10.57,-12.12,-18.21,-0.02,-0.08,0.47,1.31,1.33,26
5280000000,4,20000000,24Mbps,OFDM,0.004,0.019,-34.72,9.89,10.88,1.74,1.69,1.79,-10.47,-13.48,-18.56,-0.01,-0.11,0.47,1.31,1.29,26
5280000000,6,20000000,24Mbps,OFDM,0.003,0.019,-34.94,13.37,14.78,4.83,4.77,4.91,-10.54,-8.95,-21.31,0,-0.11,0.47,1.29,1.33,26
5280000000,8,20000000,24Mbps,OFDM,0.003,0.019,-35.27,15.11,16.67,7.46,7.42,7.52,-10.55,-10.74,-23.39,-0.04,-0.04,0.46,1.29,1.29,26
5280000000,9,20000000,24Mbps,OFDM,0.003,0.017,-35.5,17.21,18.38,8.69,8.62,8.74,-10.49,-9.59,-24.73,-0.01,-0.16,0.39,1.27,1.26,26
5280000000,10,20000000,24Mbps,OFDM,0.003,0.021,-36.32,17.63,18.55,9.65,9.56,9.72,-10.5,-10.63,-25.97,-0.01,-0.06,0.54,1.29,1.28,26
5280000000,12,20000000,24Mbps,OFDM,0.003,0.017,-35.56,20.23,21.2,11.81,11.71,11.86,-10.56,-11.98,-26.21,-0.01,-0.01,0.42,1.28,1.31,25
5280000000,14,20000000,24Mbps,OFDM,0.003,0.017,-33.63,22.44,23.08,13.84,13.74,13.89,-10.52,-11.72,-29.71,-0.03,-0.14,0.57,1.26,1.25,25
5280000000,15,20000000,24Mbps,OFDM,0.003,0.019,-32.94,22.18,23.13,14.73,14.6,14.91,-10.51,-8.7,-30.66,-0.02,-0.14,0.46,1.29,1.29,26
5300000000,1,20000000,24Mbps,OFDM,0.045,0.018,-33.67,10.56,11.78,1.52,1.48,1.55,-10.46,-12.85,-18.54,-0.03,-0.16,0.41,1.28,1.27,26
5300000000,2,20000000,24Mbps,OFDM,0.003,0.019,-34.32,9.45,10.26,1.28,1.06,1.42,-10.55,-10.5,-18.44,-0.03,-0.16,0.46,1.29,1.27,26
5300000000,4,20000000,24Mbps,OFDM,0.003,0.019,-33.96,10.44,12.76,1.67,1.63,1.72,-10.48,-9.08,-18.59,-0.03,-0.14,0.35,1.29,1.25,26
