Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time(s),IQ demod Meas Time(s),RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
5200000000,2,20000000,12Mbps,OFDM,0.004,0.019,-34.88,5.23,6.35,-3.53,-3.56,-3.49,-10.38,-9.23,-13.41,-0.01,-0.04,0.43,1.26,1.24,26
5200000000,4,20000000,12Mbps,OFDM,0.004,0.019,-34.42,10.27,12,2.03,1.92,2.19,-10.43,-10.29,-19.01,-0.01,-0.08,0.41,1.3,1.29,26
5200000000,6,20000000,12Mbps,OFDM,0.003,0.017,-35.51,14.19,14.79,5.12,5.11,5.13,-10.36,-9.36,-22,0,-0.15,0.42,1.27,1.27,25
5200000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.4,16.49,16.56,7.67,7.52,7.95,-10.34,-11.74,-24.07,0,-0.05,0.42,1.28,1.3,25
5200000000,9,20000000,12Mbps,OFDM,0.003,0.016,-35.87,17.73,18.94,8.97,8.94,8.99,-10.33,-10.32,-25.71,0.01,-0.1,0.39,1.24,1.27,26
5200000000,10,20000000,12Mbps,OFDM,0.003,0.016,-34.78,18.86,19.7,10.06,10.01,10.1,-10.36,-11.65,-26.87,-0.01,-0.09,0.45,1.25,1.25,26
5200000000,12,20000000,12Mbps,OFDM,0.003,0.017,-34.25,20.93,21.9,12.07,12.04,12.09,-10.42,-12.29,-27.89,0,-0.12,0.43,1.24,1.28,-26
5200000000,14,20000000,12Mbps,OFDM,0.004,0.017,-34.33,22.03,22.97,13.62,13.51,13.71,-10.37,-10.4,-29.82,-0.03,-0.31,0.52,1.27,1.27,26
5200000000,15,20000000,12Mbps,OFDM,0.002,0.017,-34.11,22,22.27,13.6,13.41,13.7,-10.36,-8.22,-30.32,-0.01,-0.14,0.43,1.26,1.3,26
5220000000,1,20000000,12Mbps,OFDM,0.045,0.04,-35.21,3.26,4.02,-4.46,-4.47,-4.45,-10.36,-11.32,-13.03,-0.01,-0.09,0.52,1.26,1.27,26
5220000000,2,20000000,12Mbps,OFDM,0.003,0.021,-34.96,4.82,5.24,-4.09,-4.13,-4.06,-10.42,-10.1,-13.2,-0.02,-0.02,0.42,1.28,1.25,26
5220000000,4,20000000,12Mbps,OFDM,0.004,0.017,-34.48,10.17,11.72,1.8,1.74,1.85,-10.38,-9.92,-18.98,0,-0.13,0.52,1.3,1.31,26
5220000000,6,20000000,12Mbps,OFDM,0.003,0.017,-35.24,13.38,14.8,5.06,5.01,5.09,-10.36,-9.71,-22.4,-0.02,-0.13,0.41,1.28,1.28,26
5220000000,8,20000000,12Mbps,OFDM,0.003,0.018,-35.03,15.6,17.78,7.59,7.46,7.77,-10.36,-11.12,-24.42,0.01,-0.02,0.36,1.29,1.27,26
5220000000,9,20000000,12Mbps,OFDM,0.004,0.018,-35.56,17.66,17.82,8.93,8.91,8.95,-10.44,-9.52,-26.27,-0.01,0.08,0.47,1.29,1.3,26
5220000000,10,20000000,12Mbps,OFDM,0.003,0.017,-35.02,18.5,18.72,9.9,9.84,10.02,-10.37,-10.36,-27.43,0.01,-0.11,0.43,1.28,1.3,-26
5220000000,12,20000000,12Mbps,OFDM,0.003,0.016,-34.75,20.88,21.97,12.1,12.07,12.12,-10.34,-8.4,-28.61,-0.03,-0.12,0.36,1.25,1.27,26
5220000000,14,20000000,12Mbps,OFDM,0.003,0.017,-34.01,21.78,22.75,14,13.99,14,-10.41,-6.99,-32.01,-0.03,-0.09,0.4,1.26,1.26,-26
5220000000,15,20000000,12Mbps,OFDM,0.003,0.018,-33.21,22.53,23.03,14.96,14.93,14.99,-10.35,-8.93,-33.1,0,-0.05,0.46,1.26,1.26,26
5240000000,1,20000000,12Mbps,OFDM,0.044,0.019,-33.78,6.79,8.45,-0.79,-1.06,-0.65,-10.45,-11.53,-16.63,-0.03,-0.19,0.41,1.31,1.32,26
5240000000,2,20000000,12Mbps,OFDM,0.003,0.042,-33.81,6.77,8.15,-1.68,-1.8,-1.47,-10.4,-10.45,-15.72,-0.05,-0.11,0.41,1.28,1.27,26
5240000000,4,20000000,12Mbps,OFDM,0.004,0.019,-34.45,10.66,11.82,2.11,2.09,2.15,-10.35,-10.22,-19.23,-0.03,-0.02,0.41,1.32,1.33,26
5240000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.84,12.95,13.76,5.06,4.99,5.11,-10.44,-11.72,-22.13,-0.02,-0.06,0.46,1.29,1.31,26
5240000000,8,20000000,12Mbps,OFDM,0.004,0.016,-35.27,16.23,16.49,7.69,7.67,7.7,-10.34,-9.14,-24.4,-0.02,-0.11,0.49,1.3,1.32,26
5240000000,9,20000000,12Mbps,OFDM,0.003,0.016,-35.62,17.09,18.62,8.94,8.91,8.97,-10.38,-10.89,-25.92,-0.02,-0.06,0.41,1.29,1.29,26
5240000000,10,20000000,12Mbps,OFDM,0.004,0.016,-34.87,17.81,19.61,9.93,9.89,9.95,-10.36,-10.94,-26.67,-0.03,-0.05,0.46,1.26,1.29,25
5240000000,12,20000000,12Mbps,OFDM,0.004,0.017,-34.68,20.56,21.49,12.07,11.96,12.17,-10.39,-9.46,-27.48,-0.02,0.08,0.41,1.27,1.3,26
5240000000,14,20000000,12Mbps,OFDM,0.003,0.017,-33.67,22.35,23.17,14.02,14.01,14.03,-10.41,-12.71,-30.78,-0.02,-0.16,0.58,1.27,1.24,-26
5240000000,15,20000000,12Mbps,OFDM,0.004,0.016,-32.44,22.74,23.24,14.87,14.79,15.02,-10.44,-11.46,-31.99,-0.02,-0.11,0.41,1.25,1.23,26
5260000000,1,20000000,12Mbps,OFDM,0.045,0.018,-33.8,7.12,8.1,-0.89,-1.03,-0.66,-10.36,-10.93,-16.28,-0.01,-0.12,0.4,1.3,1.34,25
5260000000,2,20000000,12Mbps,OFDM,0.003,0.018,-33.74,7.28,8.18,-1.04,-1.11,-1,-10.37,-11.17,-16.2,0,-0.14,0.46,1.29,1.29,26
5260000000,4,20000000,12Mbps,OFDM,0.004,0.018,-34.83,10.03,11.55,1.88,1.83,1.91,-10.41,-10.85,-18.89,-0.01,-0.21,0.33,1.31,1.3,26
5260000000,6,20000000,12Mbps,OFDM,0.004,0.019,-35.37,13.39,14.42,5.01,4.99,5.04,-10.26,-12.19,-21.89,-0.01,-0.24,0.5,1.29,1.31,25
5260000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.64,16.37,17.1,7.59,7.47,7.79,-10.38,-10.56,-24.02,-0.01,-0.13,0.37,1.29,1.32,26
5260000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.44,17.77,18.08,8.81,8.8,8.81,-10.38,-9.14,-25.22,-0.02,-0.18,0.44,1.28,1.29,26
5260000000,10,20000000,12Mbps,OFDM,0.002,0.018,-35.39,17.98,19.45,9.85,9.78,9.96,-10.42,-11.26,-26.83,-0.02,-0.19,0.46,1.27,1.29,26
5260000000,12,20000000,12Mbps,OFDM,0.003,0.018,-34.56,20.3,21.65,11.95,11.91,11.99,-10.39,-12.23,-26.87,-0.01,-0.27,0.45,1.25,1.25,26
5260000000,14,20000000,12Mbps,OFDM,0.004,0.017,-33.82,22.41,22.9,13.84,13.82,13.88,-10.46,-11.13,-29.64,-0.03,-0.19,0.46,1.27,1.27,26
5260000000,15,20000000,12Mbps,OFDM,0.004,0.018,-33.2,22.74,23.09,14.81,14.77,14.88,-10.48,-8.28,-31.73,-0.02,-0.2,0.53,1.26,1.29,-26
5280000000,1,20000000,12Mbps,OFDM,0.045,0.019,-34.79,11.69,13.73,4.19,3.78,4.4,-10.44,-10.41,-20.82,-0.02,-0.05,0.43,1.29,1.33,26
5280000000,2,20000000,12Mbps,OFDM,0.004,0.039,-34.41,11.22,11.78,3.06,2.91,3.34,-10.38,-8.84,-19.89,-0.03,-0.01,0.54,1.3,1.32,26
5280000000,4,20000000,12Mbps,OFDM,0.004,0.019,-34.71,11.24,12.61,3.23,2.91,3.42,-10.33,-9.49,-19.85,-0.02,-0.05,0.52,1.32,1.33,26
5280000000,6,20000000,12Mbps,OFDM,0.004,0.017,-35.65,13.72,13.84,4.94,4.92,4.98,-10.36,-9.76,-21.27,0,-0.12,0.36,1.3,1.31,26
5280000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.32,16.03,16.9,7.51,7.49,7.53,-10.35,-9.06,-23.69,-0.02,0.04,0.44,1.28,1.27,26
5280000000,9,20000000,12Mbps,OFDM,0.003,0.018,-34.88,16.98,18.46,8.79,8.75,8.84,-10.4,-10.53,-24.65,-0.04,-0.07,0.44,1.27,1.31,26
5280000000,10,20000000,12Mbps,OFDM,0.003,0.021,-35.63,17.88,18.99,9.8,9.79,9.81,-10.39,-9.95,-25.74,-0.04,-0.08,0.42,1.29,1.3,26
5280000000,12,20000000,12Mbps,OFDM,0.003,0.019,-35.16,19.92,20.59,11.9,11.64,12.03,-10.4,-9.61,-26.95,-0.03,-0.02,0.44,1.27,1.3,26
5280000000,14,20000000,12Mbps,OFDM,0.003,0.018,-33.9,22.09,22.52,13.81,13.8,13.83,-10.39,-8.91,-29.14,-0.03,-0.16,0.47,1.27,1.26,26
5280000000,15,20000000,12Mbps,OFDM,0.003,0.022,-33.18,22.52,23.36,14.83,14.72,14.91,-10.4,-10.89,-30.75,-0.04,-0.01,0.5,1.27,1.25,-26
5300000000,1,20000000,12Mbps,OFDM,0.048,0.019,-34.55,12.34,13.62,3.72,3.71,3.75,-10.4,-9.21,-20.34,0,-0.22,0.41,1.31,1.3,26
5300000000,2,20000000,12Mbps,OFDM,0.004,0.028,-34.18,6.44,6.57,-1.86,-1.99,-1.78,-10.43,-10.52,-15.14,-0.01,-0.09,0.48,1.26,1.3,26
5300000000,4,20000000,12Mbps,OFDM,0.005,0.019,-34.31,10.79,11.93,1.82,1.77,1.84,-10.43,-9.4,-18.51,0,0.01,0.44,1.3,1.3,25
5300000000,6,20000000,12Mbps,OFDM,0.003,0.023,-35.21,12.51,13.79,4.83,4.78,4.89,-10.42,-11.04,-21.55,-0.03,-0.05,0.42,1.3,1.25,26
5300000000,8,20000000,12Mbps,OFDM,0.002,0.017,-35.39,16.18,16.92,7.43,7.36,7.49,-10.46,-8.72,-23.53,-0.04,-0.04,0.4,1.29,1.29,26
5300000000,9,20000000,12Mbps,OFDM,0.002,0.018,-35.51,17.55,19.05,8.69,8.55,8.81,-10.43,-12.78,-24.8,0,-0.02,0.51,1.27,1.26,26
5300000000,10,20000000,12Mbps,OFDM,0.003,0.018,-35.75,17.89,19.23,9.67,9.65,9.68,-10.39,-10.32,-26.04,-0.04,-0.04,0.45,1.28,1.27,26
5300000000,12,20000000,12Mbps,OFDM,0.004,0.017,-35.13,20.15,21.5,11.75,11.59,12.01,-10.47,-11.44,-27.72,-0.01,-0.02,0.5,1.28,1.32,26
5300000000,14,20000000,12Mbps,OFDM,0.003,0.018,-33.78,22,22.44,13.82,13.78,13.89,-10.41,-10.9,-29.45,-0.02,-0.01,0.52,1.27,1.24,26
5300000000,15,20000000,12Mbps,OFDM,0.003,0.018,-33.24,22.86,23.19,14.7,14.69,14.7,-10.36,-12.52,-30.73,-0.03,-0.11,0.45,1.27,1.28,-26
5320000000,1,20000000,12Mbps,OFDM,0.045,0.04,-34.28,10.69,11.17,2.57,2.31,2.71,-10.39,-12.43,-20.83,-0.04,-0.16,0.48,1.24,1.21,26
5320000000,2,20000000,12Mbps,OFDM,0.004,0.026,-34.31,10.53,11.97,2.43,2.27,2.72,-10.37,-10.98,-20.61,-0.02,-0.17,0.49,1.25,1.25,26
5320000000,4,20000000,12Mbps,OFDM,0.003,0.017,-34.81,11.55,11.82,3.07,3.06,3.08,-10.39,-11.2,-21.04,-0.01,-0.19,0.47,1.29,1.31,26
5320000000,6,20000000,12Mbps,OFDM,0.004,0.017,-34.81,12.8,13.62,4.79,4.68,4.88,-10.37,-10.47,-22.65,-0.03,-0.06,0.4,1.29,1.27,26
5320000000,8,20000000,12Mbps,OFDM,0.003,0.018,-35.52,16.15,16.39,7.43,7.35,7.48,-10.44,-8.63,-24.65,-0.03,-0.03,0.57,1.27,1.27,26
5320000000,9,20000000,12Mbps,OFDM,0.003,0.019,-35.22,16.83,17.56,8.68,8.66,8.7,-10.39,-11.58,-26.17,-0.02,-0.18,0.36,1.26,1.26,25
5320000000,10,20000000,12Mbps,OFDM,0.004,0.018,-35.33,18.37,19.64,9.68,9.66,9.71,-10.35,-8.69,-27.21,-0.02,-0.02,0.42,1.26,1.25,25
5320000000,12,20000000,12Mbps,OFDM,0.003,0.017,-35.12,19.74,20.18,11.67,11.59,11.79,-10.44,-8.63,-27.48,-0.03,0.07,0.39,1.26,1.28,25
5320000000,14,20000000,12Mbps,OFDM,0.003,0.017,-33.89,22.29,22.61,13.77,13.72,13.8,-10.48,-10.94,-30.96,-0.02,-0.15,0.48,1.26,1.26,26
5320000000,15,20000000,12Mbps,OFDM,0.003,0.018,-33.5,22.83,23.13,14.78,14.74,14.8,-10.43,-11.04,-31.99,-0.04,-0.07,0.55,1.24,1.23,26
5500000000,1,20000000,12Mbps,OFDM,0.046,0.016,-34.42,12.28,13.55,4.6,4.37,4.98,-10.38,-11.51,-21.69,-0.03,-0.04,0.48,1.31,1.3,26
5500000000,2,20000000,12Mbps,OFDM,0.003,0.016,-34.76,12.35,13.97,4.54,4.32,4.97,-10.4,-9.84,-21.59,-0.04,-0.03,0.56,1.31,1.3,26
5500000000,4,20000000,12Mbps,OFDM,0.004,0.018,-34.99,11.98,14,4.6,4.35,5.02,-10.45,-8.19,-21.67,-0.01,0.02,0.5,1.3,1.29,26
5500000000,6,20000000,12Mbps,OFDM,0.004,0.018,-35.09,14.19,14.7,5.49,5.43,5.54,-10.39,-11.17,-22.29,-0.02,-0.14,0.39,1.32,1.32,26
5500000000,8,20000000,12Mbps,OFDM,0.004,0.018,-35.09,16.37,17.26,7.72,7.62,7.8,-10.39,-10.61,-24.03,-0.02,-0.07,0.44,1.32,1.31,26
5500000000,9,20000000,12Mbps,OFDM,0.003,0.019,-35.05,17.53,17.77,8.8,8.76,8.86,-10.36,-10.1,-26.01,-0.06,-0.07,0.42,1.3,1.27,26
5500000000,10,20000000,12Mbps,OFDM,0.004,0.018,-35.47,18.82,19.67,9.81,9.77,9.83,-10.44,-9.66,-26.31,-0.04,-0.24,0.49,1.29,1.31,26
5500000000,12,20000000,12Mbps,OFDM,0.003,0.018,-35.01,20.03,21.24,11.81,11.73,11.86,-10.42,-11.55,-28.69,-0.03,0.01,0.58,1.32,1.31,26
5500000000,14,20000000,12Mbps,OFDM,0.002,0.019,-33.95,22.16,22.5,13.83,13.82,13.84,-10.4,-8.3,-29.79,-0.04,-0.13,0.44,1.27,1.28,-26
5500000000,15,20000000,12Mbps,OFDM,0.004,0.021,-32.77,23.06,23.59,14.81,14.73,14.86,-10.33,-8.3,-32.16,-0.05,0,0.34,1.27,1.25,26
5520000000,1,20000000,12Mbps,OFDM,0.045,0.018,-34.21,13.03,15.11,4.63,4.4,5.05,-10.37,-9.84,-20.88,-0.02,0.04,0.48,1.34,1.33,26
5520000000,2,20000000,12Mbps,OFDM,0.003,0.018,-34.57,12.83,13.6,4.36,4.3,4.43,-10.49,-9.83,-21.11,-0.04,-0.05,0.46,1.34,1.35,26
5520000000,4,20000000,12Mbps,OFDM,0.003,0.019,-34.43,10.89,11.34,2.52,2.46,2.57,-10.38,-9.24,-19.34,-0.05,-0.08,0.42,1.33,1.34,25
5520000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.56,14.07,14.85,5.41,5.38,5.42,-10.44,-8.93,-21.93,-0.05,0.07,0.47,1.31,1.36,26
5520000000,8,20000000,12Mbps,OFDM,0.003,0.018,-35.31,16.09,16.38,7.66,7.62,7.71,-10.4,-9.88,-23.22,-0.03,0.03,0.45,1.28,1.29,26
5520000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.64,17.21,18.69,8.73,8.7,8.76,-10.39,-9.54,-24.84,-0.06,0.09,0.37,1.33,1.33,26
5520000000,10,20000000,12Mbps,OFDM,0.003,0.017,-35.97,17.88,18.89,9.39,9.16,9.53,-10.41,-10.88,-24.55,-0.04,0.14,0.38,1.32,1.33,26
5520000000,12,20000000,12Mbps,OFDM,0.003,0.018,-35.01,17.89,19.04,9.08,9.02,9.14,-10.45,-11.63,-24.39,-0.02,0.07,0.49,1.29,1.33,-26
5520000000,14,20000000,12Mbps,OFDM,0.003,0.018,-35.32,17.79,18.91,9.02,8.91,9.15,-10.39,-8.75,-24.76,-0.03,-0.06,0.53,1.3,1.32,26
5520000000,15,20000000,12Mbps,OFDM,0.004,0.017,-35.7,17.73,18.22,9.05,8.99,9.13,-10.4,-11.44,-25.1,-0.03,-0.08,0.43,1.32,1.32,26
5540000000,1,20000000,12Mbps,OFDM,0.045,0.018,-34.94,5.26,5.91,-3.45,-3.48,-3.42,-10.4,-11.76,-13.99,-0.04,-0.18,0.49,1.33,1.32,26
5540000000,2,20000000,12Mbps,OFDM,0.004,0.019,-33.77,6.77,8.32,-1.57,-1.59,-1.52,-10.42,-9.19,-15.92,-0.03,-0.22,0.45,1.35,1.36,26
5540000000,4,20000000,12Mbps,OFDM,0.003,0.017,-34.32,11.16,11.94,2.5,2.46,2.54,-10.45,-13.3,-19.69,-0.01,-0.24,0.48,1.34,1.32,26
5540000000,6,20000000,12Mbps,OFDM,0.003,0.017,-34.79,14.1,14.88,5.39,5.37,5.41,-10.47,-12.29,-22.85,-0.03,-0.32,0.37,1.36,1.36,26
5540000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.52,16.82,18.32,7.66,7.62,7.68,-10.4,-11.21,-24.25,-0.06,-0.23,0.54,1.3,1.33,-26
5540000000,9,20000000,12Mbps,OFDM,0.003,0.017,-34.79,17.29,17.86,8.71,8.7,8.73,-10.47,-11.53,-24.69,-0.01,-0.03,0.37,1.32,1.33,25
5540000000,10,20000000,12Mbps,OFDM,0.003,0.018,-35.56,17.24,19.55,9.15,9.1,9.24,-10.44,-10.86,-25.61,-0.04,-0.1,0.38,1.34,1.35,26
5540000000,12,20000000,12Mbps,OFDM,0.003,0.018,-35.52,18.33,19.2,9.75,9.65,9.92,-10.43,-10.46,-26.33,-0.04,-0.14,0.5,1.33,1.32,-26
5540000000,14,20000000,12Mbps,OFDM,0.003,0.019,-35.45,18.9,20.76,9.78,9.7,9.89,-10.48,-10.05,-26.73,-0.05,-0.24,0.48,1.33,1.35,-26
5540000000,15,20000000,12Mbps,OFDM,0.003,0.017,-35.83,18.29,18.82,9.24,9.11,9.31,-10.39,-9.89,-25.16,-0.03,0.02,0.49,1.31,1.31,-26
5560000000,1,20000000,12Mbps,OFDM,0.045,0.039,-34.71,4.82,5.48,-3.67,-3.68,-3.65,-10.42,-10.17,-14.26,-0.05,0.08,0.5,1.34,1.3,26
5560000000,2,20000000,12Mbps,OFDM,0.004,0.038,-33.53,6.07,7.24,-1.7,-1.76,-1.67,-10.34,-9.53,-16.04,-0.05,-0.02,0.47,1.32,1.31,26
5560000000,4,20000000,12Mbps,OFDM,0.002,0.018,-33.92,11.14,11.81,2.28,2.27,2.29,-10.41,-10.25,-19.61,0,0.03,0.45,1.36,1.35,26
5560000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.78,13.92,14.17,5.26,5.25,5.27,-10.39,-11.45,-22.47,0.01,-0.11,0.47,1.32,1.34,26
5560000000,8,20000000,12Mbps,OFDM,0.003,0.018,-34.77,16.32,16.66,7.54,7.47,7.58,-10.53,-8.95,-24.94,-0.02,-0.17,0.48,1.31,1.26,26
5560000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.53,16.89,17.87,8.57,8.53,8.64,-10.44,-10.55,-25.97,-0.03,-0.1,0.39,1.28,1.26,26
5560000000,10,20000000,12Mbps,OFDM,0.003,0.018,-35.69,17.89,18.62,9.42,9.18,9.53,-10.37,-10.57,-26.31,0.01,-0.05,0.45,1.3,1.29,-26
5560000000,12,20000000,12Mbps,OFDM,0.003,0.018,-35.1,17.51,18.16,9.07,8.94,9.15,-10.47,-12.49,-25.9,0,-0.1,0.54,1.33,1.36,26
5560000000,14,20000000,12Mbps,OFDM,0.003,0.019,-35.45,17.65,18.23,9.26,9.1,9.51,-10.4,-10.99,-26.65,-0.01,-0.24,0.5,1.31,1.31,26
5560000000,15,20000000,12Mbps,OFDM,0.003,0.02,-35.68,17.5,18.65,9.27,9.09,9.53,-10.49,-10.86,-26.8,-0.05,-0.23,0.44,1.3,1.31,-25
5580000000,1,20000000,12Mbps,OFDM,0.045,0.02,-34.4,4.21,4.67,-3.56,-3.61,-3.51,-10.39,-9.58,-14.53,-0.04,-0.2,0.54,1.35,1.34,-26
5580000000,2,20000000,12Mbps,OFDM,0.003,0.019,-34.67,6.76,7.4,-1.86,-1.9,-1.84,-10.4,-9.8,-15.95,0,-0.3,0.57,1.34,1.34,26
5580000000,4,20000000,12Mbps,OFDM,0.003,0.022,-33.74,10,11.06,2.27,2.23,2.33,-10.43,-11.85,-20.37,-0.03,-0.24,0.46,1.32,1.33,26
5580000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.65,13.9,14.31,5.07,5.06,5.08,-10.42,-9.56,-22.73,-0.01,-0.11,0.57,1.34,1.34,26
5580000000,8,20000000,12Mbps,OFDM,0.004,0.018,-35.34,16.08,16.67,7.41,7.37,7.44,-10.43,-10.68,-24.77,0,-0.32,0.53,1.33,1.33,-26
5580000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.21,16.39,16.97,8.47,8.27,8.81,-10.48,-11.06,-25.31,-0.02,0.04,0.53,1.32,1.33,26
5580000000,10,20000000,12Mbps,OFDM,0.004,0.018,-35.04,17.81,19.55,9.55,9.51,9.57,-10.41,-9.23,-27.15,0.01,-0.23,0.48,1.32,1.32,25
5580000000,12,20000000,12Mbps,OFDM,0.004,0.019,-35.33,18.47,18.86,9.59,9.53,9.67,-10.46,-10.2,-27.06,-0.02,-0.05,0.46,1.31,1.32,26
5580000000,14,20000000,12Mbps,OFDM,0.003,0.017,-35.35,17.55,18.37,9.27,9.12,9.52,-10.44,-9.41,-26.12,-0.03,0.02,0.36,1.3,1.31,-26
5580000000,15,20000000,12Mbps,OFDM,0.003,0.017,-34.86,17.74,19.67,9.06,8.96,9.21,-10.41,-9.35,-26.36,0,-0.11,0.58,1.33,1.34,26
5600000000,1,20000000,12Mbps,OFDM,0.046,0.041,-34.72,3.78,5.73,-3.48,-3.49,-3.47,-10.37,-9.24,-14.11,0,-0.04,0.41,1.33,1.34,26
5600000000,2,20000000,12Mbps,OFDM,0.003,0.02,-33.96,6.12,7.68,-1.78,-1.83,-1.73,-10.35,-12.26,-15.88,0,-0.13,0.49,1.3,1.28,26
5600000000,4,20000000,12Mbps,OFDM,0.002,0.017,-34.2,10.76,11.63,2.32,2.3,2.35,-10.42,-9.38,-19.62,0,-0.05,0.51,1.33,1.31,26
5600000000,6,20000000,12Mbps,OFDM,0.004,0.018,-34.59,13.58,14.01,5.11,5.08,5.14,-10.45,-11.11,-23.12,-0.01,-0.23,0.48,1.32,1.36,26
5600000000,8,20000000,12Mbps,OFDM,0.003,0.019,-35.07,15.88,16.48,7.46,7.45,7.47,-10.41,-9.13,-25.04,-0.01,-0.29,0.44,1.33,1.34,26
5600000000,9,20000000,12Mbps,OFDM,0.003,0.019,-35.8,16.64,17.97,8.45,8.34,8.62,-10.35,-11.43,-26.17,-0.02,-0.27,0.47,1.3,1.28,26
5600000000,10,20000000,12Mbps,OFDM,0.003,0.019,-34.77,14.99,15.27,6.29,6.09,6.41,-10.44,-11.05,-23.59,-0.02,-0.08,0.44,1.33,1.34,26
5600000000,12,20000000,12Mbps,OFDM,0.002,0.02,-34.8,20.58,21.08,11.61,11.59,11.66,-10.42,-8.68,-30.56,0.01,-0.15,0.51,1.31,1.31,-26
5600000000,14,20000000,12Mbps,OFDM,0.002,0.019,-33.36,22.39,23.07,13.72,13.62,13.83,-10.42,-12.34,-30.8,0.01,-0.14,0.51,1.28,1.33,-25
5600000000,15,20000000,12Mbps,OFDM,0.003,0.019,-33.84,22.3,22.61,13.45,13.35,13.59,-10.46,-9.23,-30.63,-0.02,-0.08,0.59,1.3,1.26,-26
5620000000,1,20000000,12Mbps,OFDM,0.045,0.018,-34.31,5.23,6.3,-3.46,-3.48,-3.43,-10.43,-10.16,-14.45,0,-0.14,0.45,1.36,1.37,26
5620000000,2,20000000,12Mbps,OFDM,0.002,0.018,-34.14,6.89,8.04,-1.43,-1.46,-1.41,-10.36,-9.65,-16.37,-0.03,0.09,0.56,1.34,1.35,26
5620000000,4,20000000,12Mbps,OFDM,0.003,0.019,-34.61,11.73,12.95,2.49,2.46,2.54,-10.43,-9.72,-20.72,0,-0.05,0.5,1.37,1.35,-26
5620000000,6,20000000,12Mbps,OFDM,0.003,0.018,-34.92,13.82,14.39,5.42,5.38,5.45,-10.39,-10.67,-23.54,-0.03,-0.07,0.5,1.33,1.32,26
5620000000,8,20000000,12Mbps,OFDM,0.003,0.018,-35.01,15.6,16.71,7.66,7.6,7.73,-10.38,-10.19,-25.02,0.01,0.01,0.52,1.33,1.3,26
5620000000,9,20000000,12Mbps,OFDM,0.003,0.018,-35.55,16.74,18.96,8.76,8.7,8.84,-10.46,-10.42,-26.53,-0.01,0.06,0.48,1.34,1.32,-26
5620000000,10,20000000,12Mbps,OFDM,0.003,0.018,-35.55,18.91,19.25,9.83,9.81,9.86,-10.36,-11.45,-27.15,0.01,-0.03,0.5,1.33,1.34,26
5620000000,12,20000000,12Mbps,OFDM,0.003,0.018,-34.77,20.56,21.22,11.81,11.79,11.84,-10.5,-10.28,-30.64,-0.02,-0.13,0.4,1.31,1.28,-25
5620000000,14,20000000,12Mbps,OFDM,0.004,0.018,-34.27,21.33,21.85,12.23,12.1,12.31,-10.47,-7.68,-31.85,-0.01,-0.02,0.5,1.33,1.31,-26
5620000000,15,20000000,12Mbps,OFDM,0.003,0.018,-34.68,21.42,22.09,12.18,12.1,12.29,-10.4,-10.5,-31.53,-0.02,-0.01,0.47,1.3,1.3,-26
5640000000,1,20000000,12Mbps,OFDM,0.046,0.018,-33.98,4.94,5.69,-3.21,-3.22,-3.19,-10.4,-10.22,-14.1,-0.01,-0.2,0.44,1.39,1.4,-26
5640000000,2,20000000,12Mbps,OFDM,0.003,0.018,-34.03,6.79,7.4,-1.32,-1.34,-1.28,-10.39,-8,-16.28,-0.01,-0.33,0.49,1.33,1.36,26
5640000000,4,20000000,12Mbps,OFDM,0.003,0.019,-34.33,11.49,11.95,2.72,2.7,2.74,-10.4,-10.33,-19.74,-0.01,-0.05,0.41,1.36,1.39,25
5640000000,6,20000000,12Mbps,OFDM,0.004,0.017,-34.39,13.98,14.77,5.62,5.61,5.65,-10.45,-9.93,-22.79,-0.01,-0.22,0.43,1.33,1.33,26
5640000000,8,20000000,12Mbps,OFDM,0.003,0.017,-35.19,16.61,17.1,7.87,7.83,7.9,-10.44,-9.81,-24.22,-0.01,-0.02,0.43,1.34,1.3,26
5640000000,9,20000000,12Mbps,OFDM,0.003,0.019,-34.98,17.36,18.84,9.04,8.98,9.11,-10.38,-11.47,-25.66,-0.03,-0.16,0.5,1.31,1.35,-26
5640000000,10,20000000,12Mbps,OFDM,0.004,0.019,-35.13,18.27,19.09,10.03,9.98,10.07,-10.45,-10.83,-26.82,-0.03,0,0.42,1.34,1.34,25
