Standard,Frequency(Hz),Channel BW(Hz),Data Rate/MCS Index,Frame Format,Payload Length,Power Level,PER(%),Measurment Time(s)
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.500000,1.838000
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,0.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,3.500000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,15.500000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,41.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,85.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,99.500000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5220000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.500000,1.851000
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.500000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,1.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,4.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,16.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,44.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,82.500000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,99.500000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5240000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.000000,1.849000
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.500000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,1.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,3.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,17.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,44.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,84.500000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,99.500000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5260000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,1.000000,1.837000
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,0.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,3.500000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,12.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,38.500000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,81.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,99.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5280000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.500000,1.849000
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,0.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,4.500000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,15.500000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,38.500000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,78.500000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,98.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5300000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.000000,1.849000
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-61.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-63.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-64.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-65.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-66.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-67.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-68.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-69.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-70.000000,0.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-71.000000,0.500000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-72.000000,3.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-73.000000,18.500000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-74.000000,40.500000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-75.000000,85.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-76.000000,99.500000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-77.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-78.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-79.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-80.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-81.000000,100.000000,
802.11 N MIMOOFDM,5320000000.000000,20000000.000000,MCS7,Mixed Format,634,-82.000000,100.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-15.000000,0.000000,1.850000
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-16.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-17.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-18.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-19.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-20.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-21.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-22.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-23.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-24.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-25.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-26.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-31.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-36.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-41.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-46.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-51.000000,0.000000,
802.11 N MIMOOFDM,5500000000.000000,20000000.000000,MCS7,Mixed Format,634,-56.000000,0.000000,
