Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(-33MHz  -  -22MHz) ,SMM(-22MHz  -  -11MHz) ,SMM(-11MHz  -  11MHz) ,SMM(11MHz  -  22MHz) ,SMM(22MHz  -  33MHz) 
2442000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.017000,0.000000,0.000000,12.130000,29.100000,0.000000,28.860000,11.210000
2442000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.670000,29.060000,0.000000,28.500000,13.160000
2442000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,10.280000,27.520000,0.000000,27.410000,12.420000
2442000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.160000,27.850000,0.000000,28.380000,9.650000
2442000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.019000,0.000000,0.000000,11.200000,27.850000,0.000000,28.570000,11.640000
2442000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,10.990000,26.920000,0.000000,27.760000,10.480000
2442000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.005000,0.019000,0.000000,0.000000,7.970000,27.440000,0.000000,27.450000,9.430000
2442000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,7.750000,26.340000,0.000000,26.610000,7.730000
2442000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.420000,25.500000,0.000000,25.360000,6.640000
2447000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,11.150000,29.970000,0.000000,29.150000,11.790000
2447000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,11.660000,30.400000,0.000000,29.370000,10.490000
2447000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.650000,29.600000,0.000000,29.060000,11.040000
2447000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.700000,29.140000,0.000000,28.160000,10.700000
2447000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,9.700000,28.140000,0.000000,28.270000,11.280000
2447000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.550000,28.480000,0.000000,27.900000,9.440000
2447000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,9.500000,27.730000,0.000000,27.180000,8.160000
2447000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,7.300000,25.800000,0.000000,26.370000,7.690000
2447000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,6.190000,25.690000,0.000000,26.030000,7.140000
2452000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.630000,29.360000,0.000000,30.110000,11.450000
2452000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,10.220000,29.190000,0.000000,28.390000,11.550000
2452000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.300000,29.680000,0.000000,28.570000,11.930000
2452000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.340000,28.860000,0.000000,28.690000,10.390000
2452000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,10.420000,27.230000,0.000000,28.510000,11.410000
2452000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.770000,28.050000,0.000000,28.400000,10.630000
2452000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.640000,27.150000,0.000000,27.880000,9.360000
2452000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,7.700000,26.290000,0.000000,26.750000,7.580000
2452000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.740000,26.230000,0.000000,26.340000,7.370000
2457000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,12.170000,29.710000,0.000000,29.910000,12.260000
2457000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.390000,29.740000,0.000000,29.570000,12.670000
2457000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.710000,29.230000,0.000000,29.190000,12.820000
2457000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.380000,28.890000,0.000000,28.240000,11.060000
2457000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,11.720000,27.990000,0.000000,29.130000,11.380000
2457000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,10.380000,28.270000,0.000000,28.630000,9.700000
2457000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.210000,27.390000,0.000000,28.270000,9.080000
2457000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.880000,26.770000,0.000000,26.870000,8.050000
2457000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.200000,26.350000,0.000000,27.110000,7.300000
2462000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.017000,0.000000,0.000000,12.360000,29.700000,0.000000,29.510000,11.990000
2462000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.850000,29.630000,0.000000,29.740000,13.320000
2462000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.100000,29.070000,0.000000,29.620000,12.280000
2462000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.005000,0.017000,0.000000,0.000000,10.900000,28.170000,0.000000,29.290000,10.720000
2462000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.015000,0.000000,0.000000,9.540000,28.130000,0.000000,28.380000,10.870000
2462000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,9.760000,27.080000,0.000000,28.560000,9.890000
2462000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,9.210000,27.020000,0.000000,28.600000,9.630000
2462000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,8.220000,26.470000,0.000000,26.650000,7.380000
2462000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.150000,25.530000,0.000000,26.320000,6.820000
2467000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.019000,0.000000,0.000000,10.700000,29.330000,0.000000,30.350000,12.330000
2467000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.020000,28.690000,0.000000,30.330000,12.020000
2467000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.950000,28.960000,0.000000,29.120000,11.050000
2467000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.910000,29.010000,0.000000,29.360000,11.890000
2467000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,10.430000,28.350000,0.000000,29.300000,10.980000
2467000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,11.490000,26.610000,0.000000,29.030000,11.310000
2467000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,10.830000,26.680000,0.000000,29.440000,11.150000
2467000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.600000,25.870000,0.000000,28.010000,8.960000
2467000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.910000,24.870000,0.000000,27.120000,8.430000
2472000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.018000,0.000000,0.000000,12.230000,28.590000,0.000000,29.820000,12.540000
2472000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.830000,28.440000,0.000000,28.640000,11.100000
2472000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.210000,28.780000,0.000000,29.540000,11.110000
2472000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,11.430000,28.160000,0.000000,28.850000,10.980000
2472000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,9.480000,27.510000,0.000000,28.420000,10.760000
2472000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.250000,25.830000,0.000000,28.610000,10.270000
2472000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.150000,25.070000,0.000000,28.540000,10.320000
2472000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,8.990000,25.050000,0.000000,28.160000,8.900000
2472000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.630000,24.590000,0.000000,26.370000,7.920000
