Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2442000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,5.820000,7.460000,8.860000,8.900000,0.000000,8.270000,8.070000,7.150000,6.340000
2442000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.014000,0.000000,0.000000,4.090000,4.170000,9.480000,9.880000,0.000000,8.690000,8.730000,4.170000,3.430000
2442000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.047000,0.016000,0.000000,0.000000,3.670000,4.050000,8.340000,8.170000,0.000000,7.720000,7.570000,3.780000,3.270000
2447000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,12.480000,14.090000,9.860000,10.250000,0.000000,9.630000,9.170000,13.050000,10.620000
2447000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,11.130000,13.670000,9.700000,10.080000,0.000000,8.140000,8.060000,12.020000,10.430000
2447000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.014000,0.000000,0.000000,11.620000,12.670000,7.400000,7.670000,0.000000,9.250000,9.240000,11.770000,11.090000
2447000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,9.630000,10.660000,9.380000,9.280000,0.000000,7.920000,7.630000,9.740000,8.050000
2447000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,8.450000,9.950000,8.000000,8.500000,0.000000,7.860000,7.890000,10.150000,8.190000
2447000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,8.020000,9.170000,9.350000,9.750000,0.000000,8.910000,8.980000,8.120000,7.230000
2447000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.015000,0.000000,0.000000,6.290000,6.960000,9.290000,9.160000,0.000000,8.170000,8.240000,6.180000,5.550000
2447000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,3.680000,4.930000,7.260000,7.500000,0.000000,8.340000,8.310000,5.090000,3.440000
2447000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,3.170000,4.130000,9.390000,9.960000,0.000000,10.180000,9.560000,4.310000,3.850000
2452000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,10.400000,13.040000,9.200000,9.570000,0.000000,9.110000,8.660000,12.040000,10.990000
2452000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.015000,0.000000,0.000000,11.720000,12.970000,7.600000,8.030000,0.000000,8.250000,8.450000,12.230000,11.310000
2452000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.047000,0.015000,0.000000,0.000000,11.220000,11.880000,9.320000,9.160000,0.000000,8.060000,7.590000,12.840000,10.430000
2452000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,9.520000,10.910000,9.430000,9.890000,0.000000,9.030000,9.050000,10.380000,9.300000
2452000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.015000,0.000000,0.000000,9.180000,10.880000,8.970000,9.180000,0.000000,10.910000,10.840000,9.440000,9.440000
2452000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,7.430000,9.360000,8.360000,8.620000,0.000000,8.420000,8.480000,9.130000,6.970000
2452000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,5.810000,7.120000,8.470000,8.620000,0.000000,8.570000,8.760000,6.950000,5.520000
2452000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,3.980000,4.380000,9.500000,10.030000,0.000000,8.500000,8.800000,4.930000,3.820000
2452000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.014000,0.000000,0.000000,3.390000,4.410000,9.230000,9.330000,0.000000,8.510000,8.800000,3.450000,2.660000
2457000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,10.310000,13.170000,8.870000,9.100000,0.000000,8.160000,8.370000,11.520000,10.580000
2457000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,11.100000,12.750000,7.540000,7.600000,0.000000,8.050000,8.140000,12.790000,10.740000
2457000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,9.800000,12.480000,8.630000,8.140000,0.000000,9.030000,9.070000,12.290000,9.910000
2457000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.014000,0.000000,0.000000,8.970000,10.820000,8.530000,8.500000,0.000000,9.200000,9.410000,10.910000,9.280000
2457000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.014000,0.000000,0.000000,9.260000,9.690000,8.800000,8.720000,0.000000,9.170000,9.100000,10.330000,8.540000
2457000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,7.730000,9.140000,8.200000,8.230000,0.000000,8.890000,9.230000,7.890000,7.450000
2457000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,6.150000,6.470000,9.010000,9.300000,0.000000,8.040000,8.450000,6.530000,5.580000
2457000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.015000,0.000000,0.000000,4.270000,5.730000,7.970000,8.550000,0.000000,8.280000,8.380000,5.900000,4.180000
2457000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.014000,0.000000,0.000000,3.220000,4.640000,8.630000,8.860000,0.000000,8.960000,8.890000,3.250000,1.960000
2462000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,11.330000,13.030000,8.420000,8.990000,0.000000,8.830000,8.930000,12.900000,10.600000
2462000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.015000,0.000000,0.000000,12.540000,13.530000,9.820000,10.080000,0.000000,9.330000,9.470000,12.950000,11.400000
2462000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,10.740000,12.510000,8.180000,8.520000,0.000000,8.920000,8.870000,11.960000,10.300000
2462000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.015000,0.000000,0.000000,9.530000,10.360000,7.650000,8.050000,0.000000,8.350000,8.540000,9.970000,8.930000
2462000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.016000,0.000000,0.000000,8.480000,9.380000,8.590000,8.770000,0.000000,8.770000,9.050000,9.210000,8.020000
2462000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,6.890000,8.740000,8.290000,8.390000,0.000000,7.480000,7.350000,8.340000,6.430000
2462000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,7.250000,7.830000,9.670000,10.160000,0.000000,10.230000,10.240000,8.140000,7.130000
2462000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,3.610000,5.230000,8.730000,8.610000,0.000000,9.040000,8.870000,4.530000,4.130000
2462000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.047000,0.016000,0.000000,0.000000,3.040000,3.940000,8.500000,8.670000,0.000000,8.580000,8.520000,4.020000,2.970000
2467000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,9.900000,12.720000,8.660000,8.950000,0.000000,8.300000,8.360000,12.820000,10.260000
2467000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.014000,0.000000,0.000000,10.470000,13.060000,8.900000,9.080000,0.000000,8.580000,8.450000,13.040000,10.470000
2467000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,11.420000,13.150000,10.420000,10.760000,0.000000,10.230000,9.680000,12.250000,10.220000
2467000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,10.050000,9.890000,9.820000,9.670000,0.000000,9.380000,8.930000,11.000000,9.500000
2467000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,8.330000,9.690000,8.450000,8.660000,0.000000,8.840000,8.520000,9.790000,7.720000
2467000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.014000,0.000000,0.000000,7.340000,8.810000,7.670000,7.650000,0.000000,7.880000,8.000000,8.020000,7.050000
2467000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.050000,0.016000,0.000000,0.000000,5.800000,7.290000,8.270000,8.420000,0.000000,8.400000,8.280000,6.710000,5.680000
2467000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.015000,0.000000,0.000000,4.460000,4.550000,9.830000,9.870000,0.000000,8.340000,8.560000,5.630000,3.940000
2467000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,3.360000,4.050000,8.640000,8.920000,0.000000,9.040000,9.470000,4.320000,2.750000
2472000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.014000,0.000000,0.000000,11.050000,12.930000,8.940000,9.220000,0.000000,7.710000,8.030000,12.710000,10.360000
2472000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,11.550000,12.100000,8.740000,9.070000,0.000000,7.480000,8.060000,12.580000,10.390000
2472000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,9.810000,9.790000,7.420000,7.930000,0.000000,6.990000,6.930000,11.500000,9.530000
2472000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,8.800000,11.430000,8.990000,8.960000,0.000000,8.670000,8.780000,11.190000,9.270000
2472000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,8.200000,9.480000,8.640000,8.590000,0.000000,7.580000,7.610000,10.060000,8.540000
2472000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.014000,0.000000,0.000000,7.900000,8.220000,8.970000,9.310000,0.000000,8.630000,8.730000,9.050000,7.470000
2472000000.000000,16.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.016000,0.000000,0.000000,6.760000,6.930000,8.280000,8.340000,0.000000,8.160000,8.350000,7.630000,6.090000
2472000000.000000,18.000000,20000000.000000,MCS 0,Mixedmode,0.048000,0.015000,0.000000,0.000000,3.520000,5.170000,8.270000,8.620000,0.000000,8.930000,8.980000,4.870000,3.790000
2472000000.000000,19.000000,20000000.000000,MCS 0,Mixedmode,0.049000,0.015000,0.000000,0.000000,3.350000,4.180000,8.370000,8.390000,0.000000,8.930000,9.280000,4.160000,2.650000
2412000000.000000,4.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.014000,0.000000,0.000000,10.900000,12.770000,9.180000,8.570000,0.000000,8.870000,8.180000,11.760000,9.460000
2412000000.000000,6.000000,20000000.000000,MCS 4,Mixedmode,0.048000,0.016000,0.000000,0.000000,11.550000,13.940000,10.850000,10.230000,0.000000,11.100000,10.380000,12.290000,11.730000
2412000000.000000,8.000000,20000000.000000,MCS 4,Mixedmode,0.048000,0.015000,0.000000,0.000000,10.670000,12.690000,9.120000,8.620000,0.000000,10.300000,9.400000,11.940000,10.230000
2412000000.000000,10.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.016000,0.000000,0.000000,9.450000,10.890000,9.870000,9.040000,0.000000,10.060000,9.670000,10.430000,9.540000
2412000000.000000,12.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.014000,0.000000,0.000000,8.040000,9.350000,10.240000,9.720000,0.000000,10.140000,10.570000,8.810000,7.170000
2412000000.000000,14.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.015000,0.000000,0.000000,7.840000,9.160000,10.070000,10.150000,0.000000,10.200000,10.130000,8.810000,6.830000
2412000000.000000,16.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.015000,0.000000,0.000000,4.900000,7.670000,11.630000,10.900000,0.000000,10.700000,11.250000,6.080000,5.380000
2412000000.000000,18.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.016000,0.000000,0.000000,3.620000,5.160000,8.820000,8.020000,0.000000,9.550000,9.520000,4.480000,3.440000
2412000000.000000,19.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.014000,0.000000,0.000000,3.110000,3.980000,9.140000,8.510000,0.000000,9.800000,9.210000,4.530000,2.950000
2417000000.000000,4.000000,20000000.000000,MCS 4,Mixedmode,0.048000,0.014000,0.000000,0.000000,10.760000,14.230000,9.690000,9.870000,0.000000,9.140000,9.340000,11.950000,10.140000
2417000000.000000,6.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.016000,0.000000,0.000000,11.110000,13.950000,9.530000,8.780000,0.000000,10.160000,10.160000,12.740000,10.040000
2417000000.000000,8.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.015000,0.000000,0.000000,10.390000,12.520000,9.990000,9.350000,0.000000,9.720000,9.420000,11.380000,10.280000
2417000000.000000,10.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.015000,0.000000,0.000000,9.550000,11.090000,8.650000,7.980000,0.000000,9.190000,8.840000,10.260000,8.600000
2417000000.000000,12.000000,20000000.000000,MCS 4,Mixedmode,0.048000,0.014000,0.000000,0.000000,8.910000,9.330000,10.410000,9.610000,0.000000,10.120000,10.110000,9.700000,8.490000
2417000000.000000,14.000000,20000000.000000,MCS 4,Mixedmode,0.050000,0.016000,0.000000,0.000000,7.650000,8.810000,11.290000,10.860000,0.000000,9.860000,9.670000,8.290000,7.230000
2417000000.000000,16.000000,20000000.000000,MCS 4,Mixedmode,0.048000,0.015000,0.000000,0.000000,5.970000,6.800000,10.280000,9.420000,0.000000,10.330000,10.190000,6.810000,5.400000
2417000000.000000,18.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.016000,0.000000,0.000000,3.790000,5.220000,11.470000,10.420000,0.000000,10.500000,9.890000,3.740000,3.420000
2417000000.000000,19.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.014000,0.000000,0.000000,2.480000,4.410000,10.520000,9.490000,0.000000,9.760000,10.270000,3.380000,2.700000
2422000000.000000,4.000000,20000000.000000,MCS 4,Mixedmode,0.049000,0.015000,0.000000,0.000000,11.330000,12.130000,9.100000,8.460000,0.000000,10.080000,9.400000,12.750000,10.980000
2422000000.000000,6.000000,20000000.000000,MCS 4,Mixedmode,0.050000,0.016000,0.000000,0.000000,10.870000,12.890000,9.420000,8.590000,0.000000,9.250000,8.800000,12.900000,9.980000
